1.260590471324021244e+00,2.000000000000000042e-02,3.238488335638492477e-01,-3.244279966471620202e+00
1.201846855800523750e+00,1.008163265306122464e-01,3.238488335638492477e-01,-3.244279966471620202e+00
1.129306785726687856e+00,1.816326530612244750e-01,3.238488335638492477e-01,-3.244279966471620202e+00
1.047928454659122766e+00,2.624489795918367174e-01,3.238488335638492477e-01,-3.244279966471620202e+00
9.632741610121553499e-01,3.432653061224489877e-01,3.238488335638492477e-01,-3.244279966471620202e+00
8.811301188447531185e-01,4.240816326530612024e-01,3.238488335638492477e-01,-3.244279966471620202e+00
8.071109637669137138e-01,5.048979591836734171e-01,3.238488335638492477e-01,-3.244279966471620202e+00
7.462759864217128891e-01,5.857142857142857428e-01,3.238488335638492477e-01,-3.244279966471620202e+00
7.027833244065151419e-01,6.665306122448979576e-01,3.238488335638492477e-01,-3.244279966471620202e+00
6.796057489957906261e-01,7.473469387755101723e-01,3.238488335638492477e-01,-3.244279966471620202e+00
6.783274729555638372e-01,8.281632653061223870e-01,3.238488335638492477e-01,-3.244279966471620202e+00
6.990358678588118879e-01,9.089795918367347127e-01,3.238488335638492477e-01,-3.244279966471620202e+00
7.403154921423753532e-01,9.897959183673469274e-01,3.238488335638492477e-01,-3.244279966471620202e+00
7.993448380942584919e-01,1.070612244897959142e+00,3.238488335638492477e-01,-3.244279966471620202e+00
8.720891850083524188e-01,1.151428571428571468e+00,3.238488335638492477e-01,-3.244279966471620202e+00
9.535763767813872915e-01,1.232244897959183572e+00,3.238488335638492477e-01,-3.244279966471620202e+00
1.038236674250111902e+00,1.313061224489795897e+00,3.238488335638492477e-01,-3.244279966471620202e+00
1.120283452987738793e+00,1.393877551020408223e+00,3.238488335638492477e-01,-3.244279966471620202e+00
1.194108725446649588e+00,1.474693877551020327e+00,3.238488335638492477e-01,-3.244279966471620202e+00
1.254666453073971066e+00,1.555510204081632653e+00,3.238488335638492477e-01,-3.244279966471620202e+00
1.297817448595426582e+00,1.636326530612244756e+00,3.238488335638492477e-01,-3.244279966471620202e+00
1.320612294017099897e+00,1.717142857142857082e+00,3.238488335638492477e-01,-3.244279966471620202e+00
1.321492936588578138e+00,1.797959183673469408e+00,3.238488335638492477e-01,-3.244279966471620202e+00
