1.251783005256356329e+00,2.000000000000000042e-02,3.124232563051296263e-01
1.197283294464335457e+00,1.008163265306122464e-01,3.124232563051296263e-01
1.130147397782680363e+00,1.816326530612244750e-01,3.124232563051296263e-01
1.054675434350419883e+00,2.624489795918367174e-01,3.124232563051296263e-01
9.757014564474241203e-01,3.432653061224489877e-01,3.124232563051296263e-01
8.982838237687487126e-01,4.240816326530612024e-01,3.124232563051296263e-01
8.273812105920068660e-01,5.048979591836734171e-01,3.124232563051296263e-01
7.675349978921807148e-01,5.857142857142857428e-01,3.124232563051296263e-01
7.225783934962124455e-01,6.665306122448979576e-01,3.124232563051296263e-01
6.953909114129116498e-01,7.473469387755101723e-01,3.124232563051296263e-01
6.877139361746507085e-01,8.281632653061223870e-01,3.124232563051296263e-01
7.000391854732100905e-01,9.089795918367347127e-01,3.124232563051296263e-01
7.315772151658628264e-01,9.897959183673469274e-01,3.124232563051296263e-01
7.803079839365351100e-01,1.070612244897959142e+00,3.124232563051296263e-01
8.431102388965677763e-01,1.151428571428571468e+00,3.124232563051296263e-01
9.159614348521676330e-01,1.232244897959183572e+00,3.124232563051296263e-01
9.941953822160379817e-01,1.313061224489795897e+00,3.124232563051296263e-01
1.072801120965162891e+00,1.393877551020408223e+00,3.124232563051296263e-01
1.146743877478577422e+00,1.474693877551020327e+00,3.124232563051296263e-01
1.211287546659130410e+00,1.555510204081632653e+00,3.124232563051296263e-01
1.262298044047318601e+00,1.636326530612244756e+00,3.124232563051296263e-01
1.296508097930805903e+00,1.717142857142857082e+00,3.124232563051296263e-01
1.311726521258809175e+00,1.797959183673469408e+00,3.124232563051296263e-01
1.306978559292757858e+00,1.878775510204081511e+00,3.124232563051296263e-01
1.282568323590414394e+00,1.959591836734693837e+00,3.124232563051296263e-01
1.240059313366357774e+00,2.040408163265305941e+00,3.124232563051296263e-01
1.182174271854544934e+00,2.121224489795918267e+00,3.124232563051296263e-01
1.112620791969817224e+00,2.202040816326530592e+00,3.124232563051296263e-01
1.035853841394464236e+00,2.282857142857142918e+00,3.124232563051296263e-01
9.567904175878221285e-01,2.363673469387755244e+00,3.124232563051296263e-01
8.804946093416172737e-01,2.444489795918367125e+00,3.124232563051296263e-01
8.118532369931543702e-01,2.525306122448979451e+00,3.124232563051296263e-01
7.552628468545266038e-01,2.606122448979591777e+00,3.124232563051296263e-01
7.143481081674977196e-01,2.686938775510204103e+00,3.124232563051296263e-01
6.917296495315589100e-01,2.767755102040816428e+00,3.124232563051296263e-01
6.888562051065727498e-01,2.848571428571428310e+00,3.124232563051296263e-01
7.059118217881277246e-01,2.929387755102040636e+00,3.124232563051296263e-01
7.418040708258037963e-01,3.010204081632652962e+00,3.124232563051296263e-01
7.942340189416031704e-01,3.091020408163265287e+00,3.124232563051296263e-01
8.598434772307125273e-01,3.171836734693877613e+00,3.124232563051296263e-01
9.344300964100336060e-01,3.252653061224489495e+00,3.124232563051296263e-01
1.013216531355702221e+00,3.333469387755101820e+00,3.124232563051296263e-01
1.091156434680534471e+00,3.414285714285714146e+00,3.124232563051296263e-01
1.163257680166712937e+00,3.495102040816326472e+00,3.124232563051296263e-01
1.224902113280114335e+00,3.575918367346938798e+00,3.124232563051296263e-01
1.272141348436458763e+00,3.656734693877551123e+00,3.124232563051296263e-01
1.301949666918201354e+00,3.737551020408163005e+00,3.124232563051296263e-01
1.312417817085889116e+00,3.818367346938775331e+00,3.124232563051296263e-01
1.302875303792943029e+00,3.899183673469387656e+00,3.124232563051296263e-01
1.273933334248525284e+00,3.979999999999999982e+00,3.124232563051296263e-01
1.319699621557196778e+00,2.000000000000000042e-02,3.966971349187021212e-01
1.250499014083925386e+00,1.008163265306122464e-01,3.966971349187021212e-01
1.165253702391124691e+00,1.816326530612244750e-01,3.966971349187021212e-01
1.069423731170844327e+00,2.624489795918367174e-01,3.966971349187021212e-01
9.691471027989350118e-01,3.432653061224489877e-01,3.966971349187021212e-01
8.708466323441214074e-01,4.240816326530612024e-01,3.966971349187021212e-01
7.808185600485294531e-01,5.048979591836734171e-01,3.966971349187021212e-01
7.048292710483223811e-01,5.857142857142857428e-01,3.966971349187021212e-01
6.477459528265304689e-01,6.665306122448979576e-01,3.966971349187021212e-01
6.132248471455705729e-01,7.473469387755101723e-01,3.966971349187021212e-01
6.034770642248088457e-01,8.281632653061223870e-01,3.966971349187021212e-01
6.191269589916759131e-01,9.089795918367347127e-01,3.966971349187021212e-01
6.591721405444772586e-01,9.897959183673469274e-01,3.966971349187021212e-01
7.210476762594990596e-01,1.070612244897959142e+00,3.966971349187021212e-01
8.007903782072277599e-01,1.151428571428571468e+00,3.966971349187021212e-01
8.932926491737727126e-01,1.232244897959183572e+00,3.966971349187021212e-01
9.926296292042133818e-01,1.313061224489795897e+00,3.966971349187021212e-01
1.092438688615242404e+00,1.393877551020408223e+00,3.966971349187021212e-01
1.186326960582469781e+00,1.474693877551020327e+00,3.966971349187021212e-01
1.268280810445872264e+00,1.555510204081632653e+00,3.966971349187021212e-01
1.333051014828188885e+00,1.636326530612244756e+00,3.966971349187021212e-01
1.376488979471063301e+00,1.717142857142857082e+00,3.966971349187021212e-01
1.395812460711213454e+00,1.797959183673469408e+00,3.966971349187021212e-01
1.389783770878994407e+00,1.878775510204081511e+00,3.966971349187021212e-01
1.358789053391149970e+00,1.959591836734693837e+00,3.966971349187021212e-01
1.304813549891360891e+00,2.040408163265305941e+00,3.966971349187021212e-01
1.231314443602168573e+00,2.121224489795918267e+00,3.966971349187021212e-01
1.142999423394615466e+00,2.202040816326530592e+00,3.966971349187021212e-01
1.045525151761181659e+00,2.282857142857142918e+00,3.966971349187021212e-01
9.451349501101046213e-01,2.363673469387755244e+00,3.966971349187021212e-01
8.482589079885271000e-01,2.444489795918367125e+00,3.966971349187021212e-01
7.611020296256406636e-01,2.525306122448979451e+00,3.966971349187021212e-01
6.892467974082284732e-01,2.606122448979591777e+00,3.966971349187021212e-01
6.372956084825234235e-01,2.686938775510204103e+00,3.966971349187021212e-01
6.085759867639952692e-01,2.767755102040816428e+00,3.966971349187021212e-01
6.049274518110567822e-01,2.848571428571428310e+00,3.966971349187021212e-01
6.265836958175418081e-01,2.929387755102040636e+00,3.966971349187021212e-01
6.721576154015842519e-01,3.010204081632652962e+00,3.966971349187021212e-01
7.387301569193018835e-01,3.091020408163265287e+00,3.966971349187021212e-01
8.220372846749843809e-01,3.171836734693877613e+00,3.966971349187021212e-01
9.167430965330216619e-01,3.252653061224489495e+00,3.966971349187021212e-01
1.016781593612383627e+00,3.333469387755101820e+00,3.966971349187021212e-01
1.115745213384033541e+00,3.414285714285714146e+00,3.966971349187021212e-01
1.207295240250478852e+00,3.495102040816326472e+00,3.966971349187021212e-01
1.285567806412745151e+00,3.575918367346938798e+00,3.966971349187021212e-01
1.345549478276412358e+00,3.656734693877551123e+00,3.966971349187021212e-01
1.383398371724032794e+00,3.737551020408163005e+00,3.966971349187021212e-01
1.396690228510023113e+00,3.818367346938775331e+00,3.966971349187021212e-01
1.384573692346856344e+00,3.899183673469387656e+00,3.966971349187021212e-01
1.347824839098999528e+00,3.979999999999999982e+00,3.966971349187021212e-01
