1.390584315553279326e+00,2.000000000000000042e-02
1.442971017576866855e+00,5.999999999999999778e-02
1.419202135271904641e+00,1.000000000000000056e-01
1.367495086789018988e+00,1.399999999999999856e-01
1.265393935056089436e+00,1.799999999999999933e-01
1.159158784086582017e+00,2.200000000000000011e-01
1.139777581500298620e+00,2.600000000000000089e-01
1.191736195196128056e+00,3.000000000000000444e-01
1.143126603796817964e+00,3.400000000000000244e-01
1.005168566274539543e+00,3.800000000000000044e-01
9.468030945021572720e-01,4.200000000000000400e-01
9.316133816073507434e-01,4.600000000000000200e-01
8.590133260037815521e-01,5.000000000000000000e-01
9.521616207080892957e-01,5.400000000000000355e-01
8.532168240437061346e-01,5.800000000000000711e-01
8.879289523290349040e-01,6.199999999999999956e-01
8.243110825371102734e-01,6.600000000000000311e-01
7.524694578258386279e-01,7.000000000000000666e-01
7.835666382954198372e-01,7.399999999999999911e-01
6.766887187221621858e-01,7.800000000000000266e-01
7.266448842855438572e-01,8.200000000000000622e-01
7.006207509061784799e-01,8.599999999999999867e-01
6.800316822518497339e-01,9.000000000000000222e-01
7.408075824477303728e-01,9.400000000000000577e-01
7.883790392257332691e-01,9.799999999999999822e-01
7.744542258328452888e-01,1.020000000000000018e+00
7.711166815215302339e-01,1.060000000000000053e+00
7.799892911910156768e-01,1.100000000000000089e+00
9.358216974065042271e-01,1.140000000000000124e+00
8.807059065126379149e-01,1.179999999999999938e+00
9.542746865346818375e-01,1.219999999999999973e+00
1.066620204166622843e+00,1.260000000000000009e+00
1.046512827457321437e+00,1.300000000000000044e+00
1.188910307711107395e+00,1.340000000000000080e+00
1.169429165416739691e+00,1.380000000000000115e+00
1.306966576039739536e+00,1.420000000000000151e+00
1.304797875739379220e+00,1.459999999999999964e+00
1.284845817595677842e+00,1.500000000000000000e+00
1.455430778943904491e+00,1.540000000000000036e+00
1.368483132108407219e+00,1.580000000000000071e+00
1.495324928470151526e+00,1.620000000000000107e+00
1.432923196405737176e+00,1.660000000000000142e+00
1.482027954473818632e+00,1.699999999999999956e+00
1.500224712602776789e+00,1.739999999999999991e+00
1.497544078558836533e+00,1.780000000000000027e+00
1.516800067522213524e+00,1.820000000000000062e+00
1.498450298541506687e+00,1.860000000000000098e+00
1.425301804106205328e+00,1.900000000000000133e+00
1.493834548863590017e+00,1.939999999999999947e+00
1.406320618160808333e+00,1.979999999999999982e+00
1.402652287087689187e+00,2.020000000000000018e+00
1.434851063256879389e+00,2.060000000000000053e+00
1.424564055418713782e+00,2.100000000000000089e+00
1.317967678268411325e+00,2.140000000000000124e+00
1.325814785453101941e+00,2.180000000000000160e+00
1.227786396395439850e+00,2.220000000000000195e+00
1.179209389244379791e+00,2.260000000000000231e+00
1.191919946537067565e+00,2.300000000000000266e+00
1.120477952273188693e+00,2.339999999999999858e+00
1.051295162471599598e+00,2.379999999999999893e+00
1.034182778226810040e+00,2.419999999999999929e+00
1.074204405016342179e+00,2.459999999999999964e+00
9.624437741037683569e-01,2.500000000000000000e+00
8.512387008448006886e-01,2.540000000000000036e+00
8.705912922495917527e-01,2.580000000000000071e+00
8.769320489831130550e-01,2.620000000000000107e+00
8.349197067794270621e-01,2.660000000000000142e+00
7.969323570743734875e-01,2.700000000000000178e+00
7.652125319950504601e-01,2.740000000000000213e+00
7.364214968433813180e-01,2.780000000000000249e+00
7.191869831393152834e-01,2.820000000000000284e+00
7.869903021905018115e-01,2.859999999999999876e+00
7.530195848732463837e-01,2.899999999999999911e+00
7.397132977246142493e-01,2.939999999999999947e+00
7.915491663996849780e-01,2.979999999999999982e+00
8.224665581536462211e-01,3.020000000000000018e+00
9.252202408226156694e-01,3.060000000000000053e+00
8.250371965456211321e-01,3.100000000000000089e+00
9.620389592619683627e-01,3.140000000000000124e+00
1.025944748301774512e+00,3.180000000000000160e+00
9.465620820758651188e-01,3.220000000000000195e+00
1.044451776182201863e+00,3.260000000000000231e+00
1.070167947243430673e+00,3.300000000000000266e+00
1.188811529002553602e+00,3.340000000000000302e+00
1.235341558196470624e+00,3.379999999999999893e+00
1.266941688144328060e+00,3.419999999999999929e+00
1.351675473715537201e+00,3.459999999999999964e+00
1.396610686405143964e+00,3.500000000000000000e+00
1.415719904152835662e+00,3.540000000000000036e+00
1.392194285273924637e+00,3.580000000000000071e+00
1.500817467984730591e+00,3.620000000000000107e+00
1.502525369115264242e+00,3.660000000000000142e+00
1.571132443084480856e+00,3.700000000000000178e+00
1.557847661287947494e+00,3.740000000000000213e+00
1.586339088957690935e+00,3.780000000000000249e+00
1.610049883321493569e+00,3.820000000000000284e+00
1.625948203367483469e+00,3.859999999999999876e+00
1.600466677374508206e+00,3.899999999999999911e+00
1.521817936583759634e+00,3.939999999999999947e+00
1.605697577883101301e+00,3.979999999999999982e+00
