8.829910039837579605e-01,2.000000000000000042e-02,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
8.069740131266883720e-01,1.008163265306122464e-01,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
7.161912983722389381e-01,1.816326530612244750e-01,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
6.160698197529198561e-01,2.624489795918367174e-01,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
5.125948054515694352e-01,3.432653061224489877e-01,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
4.119519568816752964e-01,4.240816326530612024e-01,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
3.201576695456649357e-01,5.048979591836734171e-01,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
2.426993749433862257e-01,5.857142857142857428e-01,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
1.842075037700437457e-01,6.665306122448979576e-01,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
1.481786803328424273e-01,7.473469387755101723e-01,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
1.367666955306435228e-01,8.281632653061223870e-01,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
1.506537539613233001e-01,9.089795918367347127e-01,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
1.890096919612778148e-01,9.897959183673469274e-01,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
2.495416045089047241e-01,1.070612244897959142e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
3.286309143125255017e-01,1.151428571428571468e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
4.215496891389605150e-01,1.232244897959183572e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
5.227432760059014250e-01,1.313061224489795897e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
6.261623564614966497e-01,1.393877551020408223e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
7.256245727986697647e-01,1.474693877551020327e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
8.151841073111900648e-01,1.555510204081632653e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
8.894871212683657102e-01,1.636326530612244756e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
9.440918055864817582e-01,1.717142857142857082e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
9.757339106759128633e-01,1.797959183673469408e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
9.825218821793202384e-01,1.878775510204081511e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
9.640499374523927578e-01,1.959591836734693837e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
9.214223231132991909e-01,2.040408163265305941e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
8.571873035527355356e-01,2.121224489795918267e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
7.751848265491489975e-01,2.202040816326530592e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
6.803169724872142332e-01,2.282857142857142918e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
5.782549096477727080e-01,2.363673469387755244e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
4.750998736830457370e-01,2.444489795918367125e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
3.770184378096068101e-01,2.525306122448979451e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
2.898738771438277295e-01,2.606122448979591777e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
2.188756640953301580e-01,2.686938775510204103e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
1.682680478654739464e-01,2.767755102040816428e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
1.410763346632982196e-01,2.848571428571428310e+00,4.232355794641746716e-01,-3.032950686016596009e+00,9.289322267986256376e-01,5.599715490052163958e-01
